legajo,actual,new,bultos,horas,dias,sectores,sector_principal,turnos,diff,diff_pct,bultos_hora,bultos_dia,pay_actual,nivel_actual,bultos_actuales,desde_actual,hasta_actual,pen_tnc,pen_error,eq_sector,eq_traslado,eq_cons,total_eq,pen_total,eq_per_hour,nivel_nuevo,premio_hora_nuevo,ritmo_nuevo,sectores_nuevo
206696,666068.6,467106.67,36658.0,224.0,28,4,B1,1,-198961.93,-29.871086852014944,163.65178571428572,1309.2142857142858,666068.6,5.392857142857143,1309.2142857142858,1521.4642857142858,40381.96428571428,0.0,0.0,36205.66,5589.21,480.605,42275.474,0.0,188.72979464285714,2.5176629974800604,1260.380315616079,163.5734587178879,8
206697,508128.61,171096.91,21313.0,202.0,26,11,N1,1,-337031.69999999995,-66.3280306141392,105.50990099009901,819.7307692307693,508128.61,4.538461538461538,819.7307692307693,1392.923076923077,62689.192307692305,1207.39,0.0,26221.409,7083.383,160.804,33465.601,1207.39,165.67129207920794,2.056016749547927,1040.6726491938687,133.13586260146886,19
206711,529905.93,362690.66000000003,30981.0,210.0,26,5,B1,1,-167215.27000000002,-31.555651773891263,147.52857142857144,1191.576923076923,529905.93,4.923076923076923,1191.576923076923,1446.7692307692307,62725.53846153846,136.93,0.0,30458.08,5196.8,356.069,36010.946,136.93,171.48069523809525,2.341890313437628,1276.2592318982931,304.08531300623014,7
206714,579315.23,357655.42,31566.0,206.0,26,5,B1,1,-221659.81,-38.26238264096734,153.23300970873785,1214.076923076923,579315.23,5.269230769230769,1214.076923076923,1500.9615384615386,20680.346153846152,1129.94,0.0,31518.8,5632.94,586.399,37738.143,1129.94,183.19486893203882,2.4433095505845155,1396.6771615123234,195.7283526992055,7
206716,408600.36,274598.95,25641.0,171.0,23,6,B1,1,-134001.40999999997,-32.79522563318348,149.94736842105263,1114.8260869565217,408600.36,4.565217391304348,1114.8260869565217,1403.2608695652175,109735.30434782608,43.97,0.0,25216.24,4279.75,288.36199999999997,29784.358,43.97,174.17753216374268,2.39495244964647,1135.5689816136246,115.95669094435091,8
206718,680164.99,401483.44,33080.0,213.0,26,3,B1,1,-278681.55,-40.97263959440194,155.30516431924883,1272.3076923076924,680164.99,5.615384615384615,1272.3076923076924,1554.076923076923,24513.80769230769,11.71,0.0,32868.73,5751.902,419.54699999999997,39040.18,11.71,183.28723004694837,2.6578769670557834,1575.1291907047219,157.3030165264141,7
206768,424712.65,279961.46,28488.0,216.0,26,7,B1,1,-144751.19,-34.08214707049578,131.88888888888889,1095.6923076923076,424712.65,4.230769230769231,1095.6923076923076,1324.5,28006.46153846154,4.86,0.0,28247.01,4981.914,471.54,33700.464,4.86,156.02066666666667,2.108898540598129,896.4067107306529,113.97140049924165,8
206770,398080.12,314124.3,27784.0,199.0,26,4,B1,1,-83955.82,-21.09018154435846,139.6180904522613,1068.6153846153845,398080.12,4.3076923076923075,1078.7692307692307,1356.8461538461538,70173.30769230769,2.89,0.0,27558.34,4949.776,372.999,32881.112,2.89,165.23171859296482,2.2777847010731107,1037.750540755148,295.6982135427387,8
206776,285479.9,86339.85,15124.0,168.0,21,11,AM,1,-199140.05000000002,-69.75624203315189,90.02380952380952,720.1904761904761,285479.9,3.761904761904762,720.1904761904761,1243.952380952381,15496.190476190477,2.13,480.06,19733.388,4989.596,54.410000000000004,24777.396,482.19,147.4845,2.0154919446244643,933.506293369062,149.07328478192193,18
206788,493355.04,302631.3,29433.0,208.0,26,6,B1,1,-190723.74,-38.658516592837486,141.50480769230768,1132.0384615384614,493355.04,4.884615384615385,1132.0384615384614,1443.923076923077,47033.46153846154,36.51,0.0,29351.56,5135.072,613.0,35099.633,36.51,168.7482355769231,2.256201358640235,1196.104816193609,138.92551120771688,7
206815,362520.99,147865.81,18310.0,190.0,23,7,PI,1,-214655.18,-59.211793501943156,96.36842105263158,796.0869565217391,362520.99,4.0,796.0869565217391,1299.9565217391305,39983.13043478261,1.22,0.0,22670.018,6294.072,104.58800000000001,29068.68,1.22,152.99305263157896,2.12597964048391,1097.821785512466,152.64102445753653,17
207009,498047.87,356713.08999999997,32320.0,215.0,28,3,B1,1,-141334.78000000003,-28.377750114662682,150.32558139534885,1154.2857142857142,498047.87,4.428571428571429,1154.2857142857142,1356.7142857142858,29654.678571428572,91.28,0.0,32108.02,5253.205,261.157,37622.382,91.28,174.98782325581394,2.2860607728038556,1241.9842283505566,197.13534041355496,8
207010,423352.98000000004,350192.0,29395.0,201.0,25,5,B1,1,-73160.98000000004,-17.28131924334158,146.24378109452735,1175.8,423352.98,4.36,1175.8,1347.16,36954.08,35.3,1893.96,29283.920000000002,5061.054,387.505,34732.48,1929.26,172.79840796019903,2.2444864645533604,1031.409716296533,173.530368419784,8
207015,144505.97,115066.08,17048.0,154.0,23,7,F1,1,-29439.89,-20.37278459844946,110.7012987012987,741.2173913043479,144505.97,2.0434782608695654,741.2173913043479,870.0,18394.608695652172,0.0,0.0,17048.0,0.0,0.19799999999999998,17048.198,0.0,110.70258441558441,1.5692357212687051,925.7440311957117,132.81335064390512,9
207033,770964.69,424509.19,35304.0,229.0,28,5,B1,1,-346455.49999999994,-44.93792056806129,154.16593886462883,1260.857142857143,770964.69,5.75,1271.392857142857,1568.392857142857,19397.714285714286,0.0,0.0,35066.58,7363.97,804.027,43234.577,0.0,188.79727947598252,2.469544483525253,1217.2718580239637,146.4123927582262,8
207036,577107.92,389211.08,30810.0,217.0,26,4,B1,1,-187896.84000000003,-32.558354076998285,141.9815668202765,1185.0,577107.92,5.0,1185.0,1444.0,16811.615384615383,9.13,0.0,30384.63,6036.309,490.277,36911.217,9.13,170.09777419354836,2.5640450909608767,1347.0402752739408,158.41958889535888,8
207038,241711.13,175149.56,19511.0,149.0,21,7,CO,1,-66561.57,-27.537652072537995,130.94630872483222,929.0952380952381,241711.13,3.2857142857142856,929.0952380952381,1166.1904761904761,1359.5714285714287,0.0,0.0,19511.0,0.0,0.0,19511.0,0.0,130.94630872483222,1.734304083105826,911.5216323379402,130.76362613906625,10
207041,650158.77,432368.37,33513.0,209.0,27,5,B1,1,-217790.40000000002,-33.49803310351408,160.34928229665073,1241.2222222222222,650158.77,5.444444444444445,1241.2962962962963,1519.9259259259259,30894.59259259259,1103.63,0.0,33147.03,5468.757,514.459,39130.246,1103.63,187.22605741626793,2.588376377417802,1298.240813778468,200.25124634410093,8
207056,299145.03,209557.78,22227.0,165.0,23,5,B1,1,-89587.25000000003,-29.947764801574685,134.70909090909092,966.3913043478261,299145.03,3.869565217391304,972.5217391304348,1278.0,61946.82608695652,25.55,0.0,22196.79,3587.802,230.934,26015.526,25.55,157.66985454545457,2.205439899049617,1020.6585263249185,159.00375216028874,8
207397,560469.45,136025.97,20751.0,206.0,24,9,VA,1,-424443.48,-75.72999384712227,100.73300970873787,864.625,560469.45,5.166666666666667,864.625,1499.7916666666667,105356.66666666667,0.0,0.0,27145.458,7157.681,76.778,34379.916,0.0,166.89279611650485,2.0904958769435784,980.8552763113544,152.0736087137273,17
207399,350670.81,315160.76,27199.0,199.0,26,5,B1,1,-35510.04999999999,-10.126320465624152,136.678391959799,1046.1153846153845,350670.81,3.8461538461538463,1046.1153846153845,1268.6538461538462,20365.03846153846,7.91,0.0,26902.91,5001.716,427.406,32332.032,7.91,162.47252261306534,1.8470676334711422,799.1488230476475,99.08800913662361,9
207402,267738.21,181770.38,23228.0,174.0,24,7,F1,1,-85967.83000000002,-32.1089134046276,133.49425287356323,967.8333333333334,267738.21,3.2083333333333335,967.8333333333334,1129.5833333333333,5476.666666666667,0.0,0.0,23228.0,0.0,0.0,23228.0,0.0,133.49425287356323,1.7788239054882347,1089.431826922704,181.20177813073283,9
207420,332461.93,194236.39,26444.0,185.0,25,7,BA,1,-138225.53999999998,-41.576351313366914,142.94054054054055,1057.76,332461.93,3.52,1057.76,1174.8,5375.8,0.0,0.0,26444.0,0.0,0.0,26444.0,0.0,142.94054054054055,1.934709132776078,1242.0035898854428,209.97785523402996,7
207425,214311.57,131204.49,15468.0,186.0,23,9,AM,1,-83107.08000000002,-38.77862497111099,83.16129032258064,672.5217391304348,214311.57,3.0434782608695654,672.5217391304348,1128.8695652173913,18422.739130434784,3.65,132.3,19307.665,5357.522,39.903,24705.093,135.95000000000002,132.8230806451613,1.7936223418626367,745.2690373137241,96.42809301684167,17
207453,233312.96,175316.7,21811.0,166.0,24,7,F1,1,-57996.25999999998,-24.857710433230963,131.39156626506025,908.7916666666666,233312.96,3.125,908.7916666666666,1084.5833333333333,9601.333333333334,0.0,0.0,21811.0,0.0,0.252,21811.251,0.0,131.393078313253,1.5788681552886141,889.4884918818386,122.4928283519867,9
207479,187426.21,141606.84,19309.0,161.0,23,7,BA,1,-45819.369999999995,-24.446618218444474,119.93167701863354,839.5217391304348,187426.21,2.782608695652174,839.6086956521739,1086.0869565217392,1257.9130434782608,0.0,0.0,19311.0,0.0,0.216,19311.216,0.0,119.94544099378882,1.4189439070921883,767.3535966290825,131.15876845015313,10
207481,331868.77999999997,143350.9,19082.0,218.0,26,6,AM,1,-188517.87999999998,-56.80494561736117,87.53211009174312,733.9230769230769,331868.77999999997,3.576923076923077,733.9230769230769,1211.6923076923076,16541.576923076922,72.88,0.0,23147.069,6382.66,54.408,29584.138,72.88,135.70705504587156,2.19287172438682,1184.2496508919205,127.25135510283035,15
207656,219098.13,159202.02,22299.0,179.0,24,5,BA,1,-59896.110000000015,-27.337572438432044,124.57541899441341,929.125,219098.13,2.875,929.125,1090.0833333333333,13598.791666666666,0.0,0.0,22299.0,0.0,0.0,22299.0,0.0,124.57541899441341,1.5870295372742438,958.1205373867363,191.86777214911737,9
207657,713614.64,367067.91000000003,34679.0,224.0,28,5,B1,1,-346546.73,-48.56216654972212,154.81696428571428,1238.5357142857142,713614.64,5.642857142857143,1243.75,1530.892857142857,19320.10714285714,0.0,0.0,34641.47,7041.131,530.176,42212.773,0.0,188.44987946428571,2.333683630534963,1077.725191501578,131.0642030872642,8
207658,395670.36,335912.15,28495.0,211.0,27,5,B1,1,-59758.20999999996,-15.103029198345805,135.04739336492892,1055.3703703703704,395670.36,3.925925925925926,1055.3703703703704,1288.4444444444443,30603.74074074074,3.96,0.0,28090.441,5153.289,450.38,33694.108,3.96,159.68771563981042,2.2541495588917515,1023.0775523955793,107.97070064475373,8
207659,124117.87,109111.28,15782.0,135.0,18,6,F1,1,-15006.589999999997,-12.09059581831367,116.9037037037037,876.7777777777778,124117.87,2.111111111111111,876.7777777777778,890.0,17674.833333333332,0.0,0.0,15782.0,0.0,0.003,15782.003,0.0,116.90372592592593,1.1760671706820784,700.1724067373888,208.36728482500206,7
207660,427769.88,299637.09,29147.0,208.0,26,6,B1,1,-128132.78999999998,-29.95367275508037,140.12980769230768,1121.0384615384614,427769.88,4.384615384615385,1121.0384615384614,1349.5,28023.615384615383,73.03,297.0,28652.66,4960.296,430.43,34043.385,370.03,163.6701201923077,2.164557974806422,1116.8777463040065,143.22054347613738,7
207662,369324.41000000003,340275.82,27408.0,207.0,26,6,B1,1,-29048.590000000026,-7.8653317282765105,132.40579710144928,1054.1538461538462,369324.41000000003,3.923076923076923,1058.1923076923076,1270.1538461538462,16594.384615384617,28.150000000000002,0.0,27254.37,4591.356,380.856,32226.581,28.150000000000002,155.68396618357488,1.9509807561751147,804.3553114395465,524.3445528328173,10
207680,525314.67,354184.68,30754.0,206.0,27,5,B1,1,-171129.99000000005,-32.57666305035799,149.29126213592232,1139.037037037037,525314.67,4.851851851851852,1139.037037037037,1425.4814814814815,30778.222222222223,0.0,0.0,30481.94,4926.781,459.163,35867.884,0.0,174.1159417475728,2.4840284691300063,1365.0387336465549,127.02745711876686,7
207681,150618.51,128758.79,17470.0,151.0,20,6,F1,1,-21859.720000000016,-14.513302515076013,115.69536423841059,873.5,150618.51,2.2,873.5,909.0,16039.8,0.0,0.0,17470.0,0.0,0.005,17470.005,0.0,115.69539735099339,1.2134632286575364,731.1952139876308,133.16008043692338,7
207683,241328.12,178195.1,22778.0,174.0,23,6,F1,1,-63133.01999999999,-26.160656288210422,130.90804597701148,990.3478260869565,241328.12,3.0434782608695654,990.3478260869565,1135.6521739130435,1303.695652173913,0.0,0.0,22778.0,0.0,0.314,22778.314000000002,0.0,130.90985057471266,1.5600781448826324,951.8116221879027,165.8481160965972,9
207684,206746.44,151703.13,23074.0,190.0,25,6,F1,1,-55043.31,-26.62358297439124,121.4421052631579,922.96,206746.44,2.6,922.96,1045.24,9121.12,0.0,0.0,23074.0,0.0,0.383,23074.382,0.0,121.44411578947368,1.3273035323921518,789.0944526267473,147.4683765233636,7
207686,302299.44,273598.98,25679.0,183.0,24,3,B1,1,-28700.46000000002,-9.494050005517716,140.3224043715847,1069.9583333333333,302299.44,3.75,1069.9583333333333,1239.6666666666667,9634.541666666666,0.0,1198.8,25380.4,4442.712,364.533,30187.644,1198.8,164.95980327868853,2.322457705359535,1282.777468400336,147.0787717585462,7
207687,252287.75,170175.66,23367.0,176.0,23,6,F1,1,-82112.09,-32.546998417481625,132.76704545454547,1015.9565217391304,252287.75,3.130434782608696,1015.9565217391304,1135.6521739130435,1331.2173913043478,0.0,0.0,23367.0,0.0,0.353,23367.353,0.0,132.76905113636363,1.4707554832444636,870.6350194608676,140.93941667922908,7
207710,826007.47,462844.22,36583.0,218.0,27,6,B1,1,-363163.25,-43.96609754630912,167.8119266055046,1354.9259259259259,826007.47,5.925925925925926,1354.9259259259259,1609.7407407407406,12841.703703703704,0.0,0.0,36281.659999999996,6327.966,664.986,43274.615,0.0,198.50740825688072,2.675352361412269,1470.6143946655943,141.46819641793408,8
207712,280665.42,266674.41,27298.0,214.0,27,6,B1,1,-13991.01000000001,-4.984942569697404,127.5607476635514,1011.0370370370371,280665.42,3.185185185185185,1011.0370370370371,1156.148148148148,23202.59259259259,10.04,1195.3400000000001,27191.12,4532.545,376.021,32099.686999999998,1205.38,149.99853738317756,2.279475600061981,1085.101496797,133.015017783665,8
207731,628230.16,400963.76,33261.0,213.0,27,6,B1,1,-227266.40000000002,-36.17565893366215,156.1549295774648,1231.888888888889,628230.16,5.185185185185185,1231.888888888889,1487.7407407407406,34508.11111111111,1355.27,0.0,32568.03,6053.254,499.343,39120.628,1355.27,183.6649201877934,2.2061798464905675,1157.5599088920515,160.71288435965783,8
207735,512009.32,373439.65,32709.0,229.0,28,7,B1,1,-138569.66999999998,-27.063896024392676,142.83406113537117,1168.1785714285713,512009.32,4.678571428571429,1174.2857142857142,1396.642857142857,22689.964285714286,8.52,1053.0,32533.051,6195.607,697.029,39425.687,1061.52,172.16457205240175,2.3332093486592638,1130.1073523871432,157.13220993447342,8
208333,775332.33,427115.08,35618.0,210.0,27,5,B1,1,-348217.24999999994,-44.911999219741034,169.6095238095238,1319.1851851851852,775332.33,5.7407407407407405,1319.2222222222222,1570.4444444444443,9146.925925925925,1.83,0.0,35381.17,6090.157,584.583,42055.914,1.83,200.26625714285714,2.6339509565452834,1408.8036344786221,165.3918533574201,8
208334,435960.61,289499.26,26717.0,187.0,25,6,B1,1,-146461.34999999998,-33.59508786814478,142.8716577540107,1068.68,435960.61,4.48,1068.68,1378.8,40911.6,81.7,0.0,26503.86,4683.2660000000005,460.052,31647.178,81.7,169.23624598930482,2.3357586084626902,1265.6879126201638,166.33510624261288,7
208361,0.0,0.0,0.0,3.0,2,2,VE,1,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,2
208363,546840.52,372795.65,33178.0,224.0,28,5,B1,1,-174044.87,-31.827354344553687,148.11607142857142,1184.9285714285713,546840.52,4.75,1184.9285714285713,1401.642857142857,22698.678571428572,12.78,0.0,33319.090000000004,5077.506,308.314,38704.907,12.78,172.78976339285714,2.3100876020170693,1095.3064036845253,172.58060106590239,8
208364,231719.23,176182.54,23682.0,183.0,26,7,F1,1,-55536.69,-23.96723396672775,129.40983606557376,910.8461538461538,231719.22999999998,2.730769230769231,910.8461538461538,1037.3076923076924,8879.73076923077,0.0,0.0,23682.0,0.0,0.0,23682.0,0.0,129.40983606557376,1.7697471080177445,1024.5224160559408,181.54901231508651,8
208365,461419.81,267337.18,24598.0,173.0,22,3,B1,1,-194082.63,-42.06204974164417,142.1849710982659,1118.090909090909,461419.81,4.954545454545454,1135.8636363636363,1455.909090909091,46361.5,0.0,105.3,24719.3,4606.044,477.581,29802.925,105.3,172.27124277456647,2.188800697883006,996.8951188496244,133.74019583745448,8
208373,462401.74,303693.88,30830.0,215.0,28,3,B1,1,-158707.86,-34.32250492829028,143.3953488372093,1101.0714285714287,462401.74,4.321428571428571,1101.0714285714287,1356.1785714285713,47196.0,182.57,0.0,30352.2,5707.608,450.981,36510.789,182.57,169.81762325581394,2.2256582443348196,1124.116876705781,132.3691080472345,7
208374,611790.34,387779.12,33369.0,211.0,27,3,B1,1,-224011.21999999997,-36.61568438625559,158.14691943127963,1235.888888888889,611790.34,5.2592592592592595,1235.888888888889,1504.8148148148148,75089.92592592593,185.60999999999999,212.76,32431.75,6601.179,528.362,39561.293,398.37,187.49427962085306,2.459347413207707,1409.2110560489348,217.84609001877266,7
208575,139713.37,112152.49,14397.0,125.0,20,7,F1,1,-27560.87999999999,-19.726730519777735,115.176,719.85,139713.37,2.3684210526315788,757.7368421052631,964.7368421052631,11633.0,0.0,0.0,14397.0,0.0,0.153,14397.153,0.0,115.177224,1.731664545092893,1079.0103383139149,179.94494503705954,9
208576,346816.53,139313.41,17727.0,175.0,21,8,AM,1,-207503.12000000002,-59.830804489047864,101.29714285714286,844.1428571428571,346816.53,4.142857142857143,844.1428571428571,1313.6190476190477,29623.095238095237,95.69,0.0,21206.944,5595.904,105.794,26908.64,95.69,153.76365714285714,2.29817577427957,1174.8560746684711,216.17294766752096,18
208577,229007.36,124651.43,15968.0,173.0,21,7,AM,1,-104355.93,-45.56881053953899,92.30057803468208,760.3809523809524,229007.36,3.238095238095238,760.3809523809524,1163.047619047619,20082.14285714286,1215.15,0.0,18765.641,4866.19,152.346,23784.174,1215.15,137.480774566474,2.0091460556043588,927.3367134244631,116.23442031372645,17
208623,333680.81,105154.42,16828.0,167.0,20,8,AM,1,-228526.39,-68.48652459216939,100.76646706586827,841.4,333680.81,4.15,841.4,1310.25,26111.8,44.120000000000005,0.0,21176.406,5394.508,114.861,26685.774,44.120000000000005,159.79505389221558,1.8276545215973745,800.5659095842066,125.22294577705598,19
208706,81371.39,56458.56,4823.0,35.0,4,2,B1,1,-24912.83,-30.616203065967046,137.8,1205.75,81371.39,5.0,1205.75,1460.5,50829.25,0.0,0.0,4825.33,973.479,135.117,5933.9259999999995,0.0,169.54074285714285,2.3547831253713603,1231.5882456922163,147.45480280748663,8
208708,68841.66,47886.04,5866.0,43.0,5,2,B1,1,-20955.620000000003,-30.440317679730562,136.41860465116278,1173.2,68841.66,4.0,1173.2,1302.4,40807.2,0.0,0.0,5927.990000000001,757.557,27.809,6713.356,0.0,156.12455813953488,1.8527568922305766,727.465895989975,186.99959586466164,7
208709,89549.16,76112.76,6379.0,44.0,5,3,B3,1,-13436.400000000009,-15.004495854567491,144.97727272727272,1275.8,89549.16,4.6,1275.8,1376.2,21263.6,0.0,0.0,6161.11,876.0740000000001,62.267,7099.451,0.0,161.35115909090908,2.2385670057496685,1229.295662980982,165.76232719298247,7
208710,76538.54000000001,61755.259999999995,5962.0,43.0,5,2,B1,1,-14783.280000000013,-19.314818390839452,138.65116279069767,1192.4,76538.54000000001,4.2,1192.4,1332.4,40853.4,0.0,0.0,6045.2,844.504,24.787,6914.491,0.0,160.80211627906976,1.888655462184874,860.1331274878373,100.70727605042018,7
208807,87471.76,51141.87,5657.0,44.0,5,4,B1,1,-36329.88999999999,-41.53327885479839,128.5681818181818,1131.4,87471.76,4.6,1160.0,1376.2,21263.6,0.0,0.0,5835.01,1085.81,64.684,6985.506,0.0,158.7615,2.239103208851108,1057.2289650562927,120.54072558428777,7
208808,27820.809999999998,44380.44,4851.0,41.0,5,2,B1,1,16559.630000000005,59.52245818867246,118.3170731707317,970.2,27820.809999999998,2.4,970.2,1026.0,1185.0,21.6,0.0,4831.13,839.048,36.876999999999995,5707.055,21.6,139.19646341463417,1.9620379620379622,928.1266340802055,142.64524482660198,7
3134,0.0,0.0,0.0,32.0,15,7,*,1,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,0.0,0.0,9
38808,0.0,0.0,0.0,4.0,3,3,B1,1,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,0.0,0.0,4
49182,0.0,0.0,0.0,2.0,2,2,P3,1,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,0.0,0.0,3
65552,0.0,0.0,0.0,2.0,2,1,B3,1,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,0.0,0.0,1
65607,0.0,0.0,0.0,58.0,14,5,*,1,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,0.0,0.0,12
67834,0.0,0.0,0.0,1.0,1,1,B1,1,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,0.0,0.0,1
69338,22737.95,55899.28999999999,3608.0,38.0,6,3,B1,1,33161.34,145.8413797198076,94.94736842105263,601.3333333333334,22737.95,1.8333333333333333,601.3333333333334,925.0,1109.0,0.0,0.0,3600.4500000000003,775.448,97.935,4473.831,0.0,117.73239473684211,2.158513325754705,1122.3303855942909,94.27026806239738,7
69630,0.0,0.0,0.0,115.0,26,11,*,1,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,0.0,0.0,21
69703,0.0,0.0,0.0,28.0,15,8,B1,1,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,0.0,0.0,11
733941,27651.18,14450.92,2427.0,26.0,3,2,AM,1,-13200.26,-47.73850519218348,93.34615384615384,809.0,27651.18,3.0,809.0,1130.3333333333333,34089.0,595.48,0.0,3086.753,711.5799999999999,28.412999999999997,3826.745,595.48,147.1825,1.7208333333333332,725.8400416666667,316.5604794444444,10
733942,13104.3,7939.27,940.0,8.0,1,1,EC,1,-5165.029999999999,-39.41477225033004,117.5,940.0,13104.3,4.0,940.0,1270.0,1500.0,0.0,0.0,994.713,277.938,5.441,1278.092,0.0,159.7615,1.8027210884353744,817.5151020408164,71.05514421768707,7
733943,7238.84,7643.29,780.0,8.0,1,1,AM,1,404.4499999999998,5.5872211569809505,97.5,780.0,7238.84,3.0,780.0,1120.0,1269.0,0.0,0.0,865.876,313.625,2.418,1181.919,0.0,147.739875,1.6083333333333336,589.2298333333333,85.642425,10
734005,191363.86,128736.62,11147.0,80.0,11,3,B1,1,-62627.23999999999,-32.7267855069395,139.3375,1013.3636363636364,191363.86,4.090909090909091,1013.3636363636364,1299.2727272727273,19381.090909090908,1096.79,0.0,11076.37,2172.45,168.061,13416.882,1096.79,167.711025,2.197712613473483,1138.929296464405,104.67683737856348,13
734007,12399.03,33593.0,2817.0,24.0,4,2,B1,1,21193.97,170.93248423465383,117.375,704.25,12399.03,2.0,939.0,963.3333333333334,1129.0,31.19,108.11,2824.25,321.416,27.205,3172.869,139.3,132.202875,2.045238095238095,664.6320833333333,92.39548015873015,6
734008,174142.17,150214.75,12683.0,96.0,12,4,B1,1,-23927.420000000013,-13.740164142895434,132.11458333333334,1056.9166666666667,174142.17,3.6666666666666665,1056.9166666666667,1238.4166666666667,9641.0,0.0,0.0,12676.79,2193.21,119.093,14989.092,0.0,156.13637500000002,2.0783653846153847,925.7510092616413,89.53323460466513,13
734011,110272.33,135408.12,14252.0,117.0,16,4,B1,1,25135.789999999994,22.794285746932157,121.8119658119658,890.75,110272.33,2.5625,890.75,1047.5,1231.125,1210.29,0.0,14375.91,2480.619,207.356,17063.884000000002,1210.29,145.8451623931624,1.7628909551986476,614.4357000261643,70.74862332548405,14
734232,33085.05,34243.61,3662.0,32.0,4,2,B1,1,1158.5599999999977,3.501762880817764,114.4375,915.5,33085.05,3.25,915.5,1172.5,1331.5,0.46,0.0,3600.4,620.721,67.708,4288.8279999999995,0.46,134.02587499999998,1.5714285714285714,531.707,66.38170476190477,7
734234,33456.12,82607.01999999999,7237.0,52.0,7,2,B1,1,49150.89999999999,146.91153666354612,139.17307692307693,1033.857142857143,33456.12,2.2857142857142856,1033.857142857143,1002.8571428571429,1170.4285714285713,18.71,1249.1100000000001,7096.5,1124.119,84.032,8304.649,1267.8200000000002,159.70478846153844,2.6714113181504486,1399.4232460810413,2480.1515214063884,7
734364,29339.67,20439.16,4022.0,36.0,5,4,F1,1,-8900.509999999998,-30.336094441416684,111.72222222222223,804.4,29339.67,1.8,804.4,824.0,20925.2,0.0,0.0,4022.0,0.0,0.0,4022.0,0.0,111.72222222222223,1.3455489336496202,797.9802843689491,147.4405829376954,7
734367,14783.36,10007.28,1213.0,9.0,1,1,F1,1,-4776.08,-32.30713450798736,134.77777777777777,1213.0,14783.36,4.0,1213.0,1270.0,1500.0,0.0,0.0,1213.0,0.0,0.018,1213.018,0.0,134.77977777777778,1.8816326530612244,1062.44268707483,138.4781401360544,7
734380,57981.7,39235.36,4625.0,37.0,5,2,B1,1,-18746.339999999997,-32.33147700050188,125.0,925.0,57981.7,4.2,925.0,1316.2,21171.2,0.0,0.0,4452.18,1095.899,97.331,5645.41,0.0,152.57864864864865,2.177474323062558,1088.852679738562,206.4670835200747,7
734387,180669.63,132818.73,10939.0,83.0,11,3,B1,1,-47850.899999999994,-26.48530358976215,131.79518072289156,994.4545454545455,180669.63,4.363636363636363,1000.8181818181819,1358.4545454545455,28383.81818181818,0.0,0.0,10937.37,2202.973,235.167,13375.506000000001,0.0,161.1506746987952,2.32038056879829,1327.586961018412,140.54183082712947,7
734430,119209.79000000001,151835.06,13564.0,103.0,14,4,B1,1,32625.26999999999,27.36794519980279,131.6893203883495,968.8571428571429,119209.79000000001,2.7142857142857144,968.8571428571429,1080.9285714285713,22340.571428571428,1120.3799999999999,0.0,13083.52,2189.6639999999998,244.83700000000002,15518.022,1120.3799999999999,150.6604077669903,2.3803175823641314,1355.3535205176045,159.423066001882,7
734432,146254.98,105183.24,14464.0,123.0,16,4,B1,1,-41071.740000000005,-28.082284787841072,117.59349593495935,904.0,146254.98,3.0,904.0,1135.125,13589.0,2.2800000000000002,0.0,14690.86,2518.591,160.808,17370.256,2.2800000000000002,141.22159349593497,1.8116186711838889,675.3062838735178,120.00511994399183,10
734433,146624.46,107303.68,10825.0,83.0,11,1,B1,1,-39320.78,-26.817340026350312,130.42168674698794,984.0909090909091,146624.46,3.727272727272727,989.2727272727273,1251.090909090909,19333.81818181818,0.0,0.0,10782.12,1857.535,115.466,12755.119,0.0,153.6761325301205,1.7963716888734913,730.241048408693,116.3829867345824,11
734434,59221.69,51462.78,6853.0,66.0,11,3,F1,1,-7758.9100000000035,-13.101466709241164,103.83333333333333,623.0,59221.69,1.3636363636363635,623.0,630.0,37102.181818181816,0.0,0.0,6853.0,0.0,0.013000000000000001,6853.013,0.0,103.8335303030303,0.8925898308041165,556.9024969268827,119.3763656060606,7
734435,300661.66,218175.16,19684.0,124.0,17,3,B1,1,-82486.49999999997,-27.434991212381377,158.74193548387098,1157.8823529411766,300661.66,4.470588235294118,1157.8823529411766,1366.235294117647,36277.58823529412,1095.42,0.0,19507.3,2806.568,193.45,22507.32,1095.42,181.5106451612903,2.0474617974617972,834.4922431580765,112.11971072333016,9
734438,713604.62,438126.49,35043.0,195.0,26,3,B1,1,-275478.13,-38.603748109142,179.7076923076923,1347.8076923076924,713604.62,5.653846153846154,1347.8076923076924,1557.923076923077,24519.076923076922,1095.42,0.0,34942.24,5380.595,434.056,40756.892,1095.42,209.00970256410255,2.740453867240362,1464.1357471227027,187.5332244300913,8
