legajo,actual,nuevo_base,nuevo_ajustado,bultos,horas,dias,sector,diff_base,pct_base,diff_aj,pct_aj,bph,grupo,equiv
3134,0.0,0.0,0.0,0.0,32.0,15,*,0.0,,0.0,,0.0,?,
38808,0.0,0.0,0.0,0.0,4.0,3,B1,0.0,,0.0,,0.0,SECOS + NOA,1.0
49182,0.0,0.0,0.0,0.0,2.0,2,P3,0.0,,0.0,,0.0,SECOS + NOA,0.68
65552,0.0,0.0,0.0,0.0,2.0,2,B3,0.0,,0.0,,0.0,SECOS + NOA,0.85
65607,0.0,0.0,0.0,0.0,58.0,14,*,0.0,,0.0,,0.0,?,
67834,0.0,0.0,0.0,0.0,1.0,1,B1,0.0,,0.0,,0.0,SECOS + NOA,1.0
69338,22737.95,55899.28999999999,88815.01,3608.0,38.0,6,B1,33161.34,145.8413797198076,66077.06,290.602538927212,94.94736842105263,SECOS + NOA,1.0
69630,0.0,0.0,0.0,0.0,115.0,26,*,0.0,,0.0,,0.0,?,
69703,0.0,0.0,0.0,0.0,28.0,15,B1,0.0,,0.0,,0.0,SECOS + NOA,1.0
733941,27651.18,14450.92,14450.92,2427.0,26.0,3,AM,-13200.26,-47.73850519218348,-13200.26,-47.73850519218348,93.34615384615384,SECOS + NOA,1.1
733942,13104.3,7939.27,7939.27,940.0,8.0,1,EC,-5165.029999999999,-39.41477225033004,-5165.029999999999,-39.41477225033004,117.5,SECOS + NOA,1.02
733943,7238.84,7643.29,7643.29,780.0,8.0,1,AM,404.4499999999998,5.5872211569809505,404.4499999999998,5.5872211569809505,97.5,SECOS + NOA,1.1
734005,191363.86,128736.62,160822.8,11147.0,80.0,11,B1,-62627.23999999999,-32.7267855069395,-30541.059999999998,-15.959680161133875,139.3375,SECOS + NOA,1.0
734007,12399.03,33593.0,33593.0,2817.0,24.0,4,B1,21193.97,170.93248423465383,21193.97,170.93248423465383,117.375,SECOS + NOA,1.0
